"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId"
"2025-05-31 14:30:34",1748701834869,"www.akhilhanda.com/api/articles","GET","",-1,"s6kj5-1748701834516-346b13229b5e","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/136.0.7103.92 Safari/537.36","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",-1,"iad1",-1,-1,"Articles fetched: 7","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:30:34",1748701834854,"www.akhilhanda.com/api/articles","GET","",-1,"kssch-1748701834572-8f3164a5e878","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/136.0.7103.92 Safari/537.36","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",-1,"iad1",-1,-1,"Articles fetched: 7","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:30:34",1748701834648,"www.akhilhanda.com/api/articles","GET","",-1,"s6kj5-1748701834516-346b13229b5e","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/136.0.7103.92 Safari/537.36","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",-1,"iad1",-1,-1,"Fetching articles...","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:30:34",1748701834648,"www.akhilhanda.com/api/articles","GET","",-1,"s6kj5-1748701834516-346b13229b5e","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/136.0.7103.92 Safari/537.36","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",-1,"iad1",-1,-1,"MongoDB connected successfully","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:30:34",1748701834632,"www.akhilhanda.com/api/articles","GET","",-1,"kssch-1748701834572-8f3164a5e878","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/136.0.7103.92 Safari/537.36","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",-1,"iad1",-1,-1,"Fetching articles...","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:30:34",1748701834632,"www.akhilhanda.com/api/articles","GET","",-1,"kssch-1748701834572-8f3164a5e878","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/136.0.7103.92 Safari/537.36","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",-1,"iad1",-1,-1,"MongoDB connected successfully","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:30:34",1748701834631,"www.akhilhanda.com/api/articles","GET","",-1,"kssch-1748701834572-8f3164a5e878","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/136.0.7103.92 Safari/537.36","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",-1,"iad1",-1,-1,"Attempting to connect to MongoDB...","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:30:34",1748701834627,"www.akhilhanda.com/api/articles","GET","",-1,"s6kj5-1748701834516-346b13229b5e","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/136.0.7103.92 Safari/537.36","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",-1,"iad1",-1,-1,"Attempting to connect to MongoDB...","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:30:34",1748701834585,"www.akhilhanda.com/api/articles","GET","",200,"kssch-1748701834572-8f3164a5e878","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/136.0.7103.92 Safari/537.36","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",264,"iad1",159,1024,"","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:30:34",1748701834529,"www.akhilhanda.com/api/thoughts","GET","",200,"kssch-1748701834516-0195226e135e","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/136.0.7103.92 Safari/537.36","info","production","main","MISS","lambda","/api/thoughts","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",531,"iad1",156,1024,"","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:30:34",1748701834523,"www.akhilhanda.com/api/articles","GET","",200,"s6kj5-1748701834516-346b13229b5e","Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/136.0.7103.92 Safari/537.36","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",323,"iad1",162,1024,"","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:27:55",1748701675532,"www.akhilhanda.com/api/articles","GET","",-1,"x2fsp-1748701671465-d54b69719908","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.92 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",-1,"iad1",-1,-1,"Articles fetched: 7","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:27:55",1748701675476,"www.akhilhanda.com/api/articles","GET","",-1,"frlm8-1748701671180-321f8febc1c8","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.92 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",-1,"iad1",-1,-1,"Articles fetched: 7","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
"2025-05-31 14:27:55",1748701675070,"www.akhilhanda.com/api/articles","GET","",-1,"x2fsp-1748701671465-d54b69719908","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.92 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","info","production","main","MISS","lambda","/api/articles","www.akhilhanda.com","www.akhilhanda.com","dpl_FjZCGEbqjLPN9E9wr7bRxZMniF14",-1,"iad1",-1,-1,"Fetching articles...","prj_voaolPZWrgirFH5tK4tHvNJmdzOa","",""
